data_extracao;prefixo;operador;placa;marca;modelo;data_primeiro_emplac;ano_fabricacao;combustivel
2022-01-03 02:00:45.997728;1093;TRANSPORTES COLETIVOS TREVO LTDA;ISM8195;M. BENZ;OF 1722                                           ;2011-11-22;2011;DIESEL
2022-01-03 02:00:45.997728;1070;TRANSPORTES COLETIVOS TREVO LTDA;IPI5768;M. BENZ;OF 1722M                                          ;2008-11-29;2008;DIESEL
2022-01-03 02:00:45.997728;4468;VIACAO ALTO PETROPOLIS LTDA;IRQ4900;M. BENZ;O 500                                             ;2011-02-25;2010;DIESEL
2022-01-03 02:00:45.997728;4447;VIACAO ALTO PETROPOLIS LTDA;IRQ4906;M. BENZ;O-500M                                            ;2011-02-25;2010;DIESEL
2022-01-03 02:00:45.997728;6493;NORTRAN TRANSPORTES COLETIVOS LTDA;IYW1868;M. BENZ;OF 1721                                           ;2018-10-29;2018;DIESEL
2022-01-03 02:00:45.997728;6550;NORTRAN TRANSPORTES COLETIVOS LTDA;ISR1562;M. BENZ;O-500M                                            ;2012-01-04;2011;DIESEL
2022-01-03 02:00:45.997728;2383;VIACAO BELEM NOVO LTDA;ISO1097;M. BENZ;OF 1722                                           ;2011-12-04;2011;DIESEL
2022-01-03 02:00:45.997728;2302;VIACAO BELEM NOVO LTDA;IQH3527;M. BENZ;OF 1722M                                          ;2009-11-12;2009;DIESEL
2022-01-03 02:00:45.997728;2305;VIACAO BELEM NOVO LTDA;IRI3733;M. BENZ;OF 1722M                                          ;2010-11-23;2010;DIESEL
2022-01-03 02:00:45.997728;2385;VIACAO BELEM NOVO LTDA;IRL6987;M. BENZ;O500MA                                            ;2010-12-23;2010;DIESEL
2022-01-03 02:00:45.997728;2304;VIACAO BELEM NOVO LTDA;IXC0246;M. BENZ;O-500M                                            ;2016-02-12;2015;DIESEL
2022-01-03 02:00:45.997728;2322;VIACAO BELEM NOVO LTDA;ISO9584;M. BENZ;OF 1722                                           ;2011-12-13;2011;DIESEL
2022-01-03 02:00:45.997728;660;COMPANHIA CARRIS PORTO ALEGRENSE;IPI4478;VW                                       ;17260                                             ;2008-11-27;2008;DIESEL
2022-01-03 02:00:45.997728;816;COMPANHIA CARRIS PORTO ALEGRENSE;ITX4389;VOLVO                                             ;B340M                                             ;2012-12-26;2012;DIESEL
2022-01-03 02:00:45.997728;29;COMPANHIA CARRIS PORTO ALEGRENSE;JAC7I11;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;37;COMPANHIA CARRIS PORTO ALEGRENSE;JAC7H82;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;47;COMPANHIA CARRIS PORTO ALEGRENSE;JAC8D97;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;91;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8B75;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;2220;VIACAO TERESOPOLIS CAVALHADA LTDA;ISU7441;M. BENZ;OF 1722                                           ;2012-02-15;2011;DIESEL
2022-01-03 02:00:45.997728;2231;VIACAO TERESOPOLIS CAVALHADA LTDA;IXC2287;M. BENZ;O500MA                                            ;2016-02-17;2015;DIESEL
2022-01-03 02:00:45.997728;2233;VIACAO TERESOPOLIS CAVALHADA LTDA;IXC2614;M. BENZ;O500MA                                            ;2016-02-17;2015;DIESEL
2022-01-03 02:00:45.997728;2409;RESTINGA TRANSPORTES COLETIVOS LTDA;ISM3389;M. BENZ;O500MA                                            ;2011-11-12;2011;DIESEL
2022-01-03 02:00:45.997728;2465;RESTINGA TRANSPORTES COLETIVOS LTDA;IQJ4232;M. BENZ;OF 1722M                                          ;2009-12-11;2009;DIESEL
2022-01-03 02:00:45.997728;4334;VIACAO ESTORIL LTDA;IXC3155;M. BENZ;OF 1721                                           ;2016-02-18;2015;DIESEL
2022-01-03 02:00:45.997728;4021;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;IQB7588;M. BENZ;O-500M                                            ;2009-08-31;2009;DIESEL
2022-01-03 02:00:45.997728;3517;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;IXC1056;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;2021;AUTO VIACAO PRESIDENTE VARGAS LTDA;IOZ2895;M. BENZ;OF 1722M                                          ;2008-08-06;2008;DIESEL
2022-01-03 02:00:45.997728;2010;AUTO VIACAO PRESIDENTE VARGAS LTDA;ISQ8250;M. BENZ;O-500M                                            ;2011-12-29;2011;DIESEL
2022-01-03 02:00:45.997728;6620;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1150;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6615;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1142;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6132;AUTO VIACAO NAVEGANTES LTDA;IXC1791;M. BENZ;OF 1721                                           ;2016-02-16;2015;DIESEL
2022-01-03 02:00:45.997728;6180;AUTO VIACAO NAVEGANTES LTDA;IQN3168;M. BENZ;O-500M                                            ;2010-02-09;2009;DIESEL
2022-01-03 02:00:45.997728;2067;AUTO VIACAO PRESIDENTE VARGAS LTDA;ITT6140;M. BENZ;OF 1721                                           ;2012-11-24;2012;DIESEL
2022-01-03 02:00:45.997728;6744;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUL5332;M. BENZ;O-500M                                            ;2013-06-28;2012;DIESEL
2022-01-03 02:00:45.997728;2031;AUTO VIACAO PRESIDENTE VARGAS LTDA;IQU8828;M. BENZ;O-500M                                            ;2010-05-25;2010;DIESEL
2022-01-03 02:00:45.997728;6635;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1443;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6664;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISI8950;M. BENZ;OF 1722                                           ;2016-08-31;2011;DIESEL
2022-01-03 02:00:45.997728;6638;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISA7984;M. BENZ;O-500M                                            ;2011-07-01;2011;DIESEL
2022-01-03 02:00:45.997728;6757;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISN1453;M. BENZ;O-500M                                            ;2011-11-25;2011;DIESEL
2022-01-03 02:00:45.997728;3127;SUDESTE TRANSPORTES COLETIVOS LTDA;ITV0897;M. BENZ;O-500M                                            ;2012-12-08;2012;DIESEL
2022-01-03 02:00:45.997728;3140;SUDESTE TRANSPORTES COLETIVOS LTDA;ITR7262;M. BENZ;OF 1721                                           ;2012-11-06;2012;DIESEL
2022-01-03 02:00:45.997728;3324;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC0957;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;4337;VIACAO ESTORIL LTDA;IXC3057;M. BENZ;O500 U                                            ;2016-02-18;2015;DIESEL
2022-01-03 02:00:45.997728;6122;AUTO VIACAO NAVEGANTES LTDA;IXC1760;M. BENZ;O-500M                                            ;2016-02-16;2015;DIESEL
2022-01-03 02:00:45.997728;6140;AUTO VIACAO NAVEGANTES LTDA;ITP9607;M. BENZ;OF 1721                                           ;2012-10-16;2012;DIESEL
2022-01-03 02:00:45.997728;6128;AUTO VIACAO NAVEGANTES LTDA;IZO5J85;M. BENZ;OF 1721L;2019-09-25;2019;DIESEL
2022-01-03 02:00:45.997728;2054;AUTO VIACAO PRESIDENTE VARGAS LTDA;IQU8816;M. BENZ;O-500M                                            ;2010-05-25;2010;DIESEL
2022-01-03 02:00:45.997728;6609;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1155;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6687;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXE3358;VW                                       ;17280;2016-04-05;2015;DIESEL
2022-01-03 02:00:45.997728;6754;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1219;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6786;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IQF4989;M. BENZ;O-500M                                            ;2009-10-19;2009;DIESEL
2022-01-03 02:00:45.997728;6758;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IQI3467;M. BENZ;OF 1722M                                          ;2009-11-27;2009;DIESEL
2022-01-03 02:00:45.997728;6741;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISN1403;M. BENZ;O-500M                                            ;2011-11-25;2011;DIESEL
2022-01-03 02:00:45.997728;6747;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISN1376;M. BENZ;O-500M                                            ;2011-11-25;2011;DIESEL
2022-01-03 02:00:45.997728;6642;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IZP2B48;M. BENZ;OF 1721L;2019-10-02;2019;DIESEL
2022-01-03 02:00:45.997728;3049;SUDESTE TRANSPORTES COLETIVOS LTDA;IPD0798;M. BENZ;O-500M                                            ;2008-09-15;2008;DIESEL
2022-01-03 02:00:45.997728;3093;SUDESTE TRANSPORTES COLETIVOS LTDA;IRA6537;M. BENZ;O-500M                                            ;2010-08-17;2010;DIESEL
2022-01-03 02:00:45.997728;3316;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1024;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;3305;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1186;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;1140;TRANSPORTES COLETIVOS TREVO LTDA;IXD4009;M. BENZ;O500MA                                            ;2016-03-14;2015;DIESEL
2022-01-03 02:00:45.997728;4460;VIACAO ALTO PETROPOLIS LTDA;IQD4712;M. BENZ;O-500M                                            ;2009-09-23;2009;DIESEL
2022-01-03 02:00:45.997728;4404;VIACAO ALTO PETROPOLIS LTDA;IPG6296;M. BENZ;O-500M                                            ;2008-10-29;2008;DIESEL
2022-01-03 02:00:45.997728;4403;VIACAO ALTO PETROPOLIS LTDA;IXC1456;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6405;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0817;VW                                       ;17230                                             ;2016-02-17;2015;DIESEL
2022-01-03 02:00:45.997728;6407;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0853;VW                                       ;17230                                             ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6569;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC1078;M. BENZ;O500MA                                            ;2016-02-17;2015;DIESEL
2022-01-03 02:00:45.997728;6526;NORTRAN TRANSPORTES COLETIVOS LTDA;IQA2646;M. BENZ;O-500M                                            ;2009-08-19;2009;DIESEL
2022-01-03 02:00:45.997728;2333;VIACAO BELEM NOVO LTDA;IPI2993;M. BENZ;OF 1722M                                          ;2008-11-26;2008;DIESEL
2022-01-03 02:00:45.997728;2384;VIACAO BELEM NOVO LTDA;ISO1205;M. BENZ;OF 1722                                           ;2011-12-04;2011;DIESEL
2022-01-03 02:00:45.997728;2365;VIACAO BELEM NOVO LTDA;IXC0203;M. BENZ;OF 1721                                           ;2016-02-12;2015;DIESEL
2022-01-03 02:00:45.997728;2328;VIACAO BELEM NOVO LTDA;ITW8892;M. BENZ;O-500M                                            ;2012-12-26;2012;DIESEL
2022-01-03 02:00:45.997728;860;COMPANHIA CARRIS PORTO ALEGRENSE;IWI6768;VOLVO                                             ;B290R                                             ;2015-02-14;2014;DIESEL
2022-01-03 02:00:45.997728;850;COMPANHIA CARRIS PORTO ALEGRENSE;IWH8084;VOLVO                                             ;B290R                                             ;2015-01-31;2014;DIESEL
2022-01-03 02:00:45.997728;687;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5865;VOLVO                                             ;B7R                                               ;2009-09-24;2009;DIESEL
2022-01-03 02:00:45.997728;725;COMPANHIA CARRIS PORTO ALEGRENSE;IQY3968;VOLVO                                             ;B7R                                               ;2010-07-16;2010;DIESEL
2022-01-03 02:00:45.997728;1;COMPANHIA CARRIS PORTO ALEGRENSE;JAC8D54;M. BENZ;OF 1721L;2020-07-24;2020;DIESEL
2022-01-03 02:00:45.997728;53;COMPANHIA CARRIS PORTO ALEGRENSE;JAC7I95;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;6;COMPANHIA CARRIS PORTO ALEGRENSE;JAD0C21;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;44;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8B57;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;2137;VIACAO TERESOPOLIS CAVALHADA LTDA;ISK2230;M. BENZ;OF 1722                                           ;2011-10-22;2011;DIESEL
2022-01-03 02:00:45.997728;2419;RESTINGA TRANSPORTES COLETIVOS LTDA;IXB9E10;M. BENZ;O500MA                                            ;2016-02-10;2015;DIESEL
2022-01-03 02:00:45.997728;2499;RESTINGA TRANSPORTES COLETIVOS LTDA;ISM3381;M. BENZ;O-500M                                            ;2011-11-12;2011;DIESEL
2022-01-03 02:00:45.997728;2408;RESTINGA TRANSPORTES COLETIVOS LTDA;ISM3391;M. BENZ;O-500M                                            ;2011-11-12;2011;DIESEL
2022-01-03 02:00:45.997728;4305;VIACAO ESTORIL LTDA;ISJ1632;M. BENZ;O-500M                                            ;2011-10-07;2011;DIESEL
2022-01-03 02:00:45.997728;6162;AUTO VIACAO NAVEGANTES LTDA;IUI2667;M. BENZ;OF 1721                                           ;2013-05-29;2012;DIESEL
2022-01-03 02:00:45.997728;6606;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1176;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;4338;VIACAO ESTORIL LTDA;IXC3043;M. BENZ;O500 U                                            ;2016-02-18;2015;DIESEL
2022-01-03 02:00:45.997728;6181;AUTO VIACAO NAVEGANTES LTDA;IRA7704;M. BENZ;O-500M                                            ;2010-08-19;2010;DIESEL
2022-01-03 02:00:45.997728;6725;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IRZ7224;M. BENZ;OF 1722M                                          ;2011-06-18;2011;DIESEL
2022-01-03 02:00:45.997728;4335;VIACAO ESTORIL LTDA;IXC3026;M. BENZ;O-500M                                            ;2016-02-18;2015;DIESEL
2022-01-03 02:00:45.997728;4307;VIACAO ESTORIL LTDA;ISN8831;M. BENZ;O-500M                                            ;2011-11-30;2011;DIESEL
2022-01-03 02:00:45.997728;6136;AUTO VIACAO NAVEGANTES LTDA;IQL6863;M. BENZ;OF 1722M                                          ;2010-01-15;2009;DIESEL
2022-01-03 02:00:45.997728;2011;AUTO VIACAO PRESIDENTE VARGAS LTDA;ISQ8278;M. BENZ;O-500M                                            ;2011-12-29;2011;DIESEL
2022-01-03 02:00:45.997728;4853;AUTO VIACAO PRESIDENTE VARGAS LTDA;IXC1636;M. BENZ;OF 1721                                           ;2016-02-16;2015;DIESEL
2022-01-03 02:00:45.997728;6617;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1143;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6114;AUTO VIACAO NAVEGANTES LTDA;IQL6865;M. BENZ;OF 1722M                                          ;2010-01-15;2009;DIESEL
2022-01-03 02:00:45.997728;6156;AUTO VIACAO NAVEGANTES LTDA;IPK1700;M. BENZ;OF 1722M                                          ;2008-12-23;2008;DIESEL
2022-01-03 02:00:45.997728;6685;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1431;VW                                       ;17230                                             ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6762;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1135;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6710;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ITR7984;M. BENZ;OF 1721                                           ;2012-11-07;2012;DIESEL
2022-01-03 02:00:45.997728;6798;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IRK6683;M. BENZ;OF 1722M                                          ;2010-12-14;2010;DIESEL
2022-01-03 02:00:45.997728;6752;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUL5309;M. BENZ;O-500M                                            ;2013-06-28;2012;DIESEL
2022-01-03 02:00:45.997728;6679;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IQA0142;M. BENZ;OF 1722M                                          ;2009-08-08;2009;DIESEL
2022-01-03 02:00:45.997728;6619;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IZP2C18;M. BENZ;OF 1721L;2019-10-02;2019;DIESEL
2022-01-03 02:00:45.997728;3095;SUDESTE TRANSPORTES COLETIVOS LTDA;IVQ2577;SCANIA                                            ;K310                                              ;2014-06-23;2013;DIESEL
2022-01-03 02:00:45.997728;3124;SUDESTE TRANSPORTES COLETIVOS LTDA;IUB4007;VW                                       ;17230                                             ;2013-02-23;2012;DIESEL
2022-01-03 02:00:45.997728;3091;SUDESTE TRANSPORTES COLETIVOS LTDA;IRA6495;M. BENZ;O-500M                                            ;2010-08-14;2010;DIESEL
2022-01-03 02:00:45.997728;3084;SUDESTE TRANSPORTES COLETIVOS LTDA;IRA6908;M. BENZ;O-500M                                            ;2010-08-25;2010;DIESEL
2022-01-03 02:00:45.997728;3338;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1128;M. BENZ;O500 U                                            ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;1219;TRANSPORTES COLETIVOS TREVO LTDA;IXC1964;M. BENZ;O-500M                                            ;2016-02-16;2015;DIESEL
2022-01-03 02:00:45.997728;1052;TRANSPORTES COLETIVOS TREVO LTDA;IPI5782;VW                                       ;17230                                             ;2008-11-29;2008;DIESEL
2022-01-03 02:00:45.997728;1185;TRANSPORTES COLETIVOS TREVO LTDA;IQJ4353;M. BENZ;OF 1722M                                          ;2009-12-14;2009;DIESEL
2022-01-03 02:00:45.997728;1188;TRANSPORTES COLETIVOS TREVO LTDA;ISM2654;M. BENZ;OF 1722                                           ;2011-11-12;2011;DIESEL
2022-01-03 02:00:45.997728;4474;VIACAO ALTO PETROPOLIS LTDA;IOB2270;M. BENZ;OF 1722M                                          ;2007-08-30;2007;DIESEL
2022-01-03 02:00:45.997728;4501;VIACAO ALTO PETROPOLIS LTDA;ITT6169;M. BENZ;OF 1721                                           ;2012-11-29;2012;DIESEL
2022-01-03 02:00:45.997728;4409;VIACAO ALTO PETROPOLIS LTDA;IPG6288;M. BENZ;O-500M                                            ;2008-10-29;2008;DIESEL
2022-01-03 02:00:45.997728;6481;NORTRAN TRANSPORTES COLETIVOS LTDA;IOA0444;M. BENZ;OF 1722M                                          ;2007-08-15;2007;DIESEL
2022-01-03 02:00:45.997728;6520;NORTRAN TRANSPORTES COLETIVOS LTDA;IQA2653;M. BENZ;O-500M                                            ;2009-08-14;2009;DIESEL
2022-01-03 02:00:45.997728;849;COMPANHIA CARRIS PORTO ALEGRENSE;IWH9723;VOLVO                                             ;B290R                                             ;2015-02-05;2014;DIESEL
2022-01-03 02:00:45.997728;686;COMPANHIA CARRIS PORTO ALEGRENSE;IQD7488;VOLVO                                             ;B7R                                               ;2009-09-25;2009;DIESEL
2022-01-03 02:00:45.997728;678;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5812;VOLVO                                             ;B7R                                               ;2009-09-24;2009;DIESEL
2022-01-03 02:00:45.997728;695;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5859;VOLVO                                             ;B7R                                               ;2009-09-24;2009;DIESEL
